id	title	year	nom	won	directed_by	running_time	screenplay_by	produced_by	starring	music_by	cinematography	editing_by	distributed_by	release_dates	story_by	studio	country	language	budget	box_office	url	key	best_pic	best_actor	best_cinemato	best_director	best_foreign	palme	goldenbear	goldenlion	htmlpath	best_actress	best_supp_actress	best_supp_actor	create_dt	update_dt	canonical	imdbid
	Shanghai Express	1932	3	1	Josef von Sternberg	80 minutes		Adolph Zukor	Marlene Dietrich,Clive Brook,Anna May Wong	W. Franke Harling,Rudolph G. Kopp	Lee Garmes,James Wong Howe	Frank Sullivan	Paramount Pictures	February 2, 1932 (1932-02-02)			United States	English		$3.7 million	/wiki/Shanghai_Express_(film)	shanghaiexpress	N		W	N					wiki/Shanghai_Express_(film).html					2016-03-08 16:49:49	/wiki/Shanghai_Express_(film)	tt0023458
	The Kid From Spain	1932			Leo McCarey	96 min.		Samuel Goldwyn	Eddie Cantor,Lyda Roberti,Robert Young,Ruth Hall,Noah Beery, Sr.				United Artists	November 17, 1932 (1932-11-17)		Samuel Goldwyn Productions	United States	English		$2,621,000[1][2]	/wiki/The_Kid_from_Spain	thekidfromspain									wiki/The_Kid_from_Spain.html					2016-03-08 18:55:03	/wiki/The_Kid_from_Spain	tt0023088
	Forbidden	1932			Frank Capra	83 minutes	Jo Swerling	Frank Capra,Harry Cohn	Barbara Stanwyck,Adolphe Menjou,Ralph Bellamy		Joseph Walker	Maurice Wright	Columbia Pictures	January 15, 1932 (1932-01-15) (USA)	Frank Capra	Columbia Pictures	United States	English			/wiki/Forbidden_(1932_film)	forbidden									wiki/Forbidden_(1932_film).html					2016-03-08 18:32:38	/wiki/Forbidden_(1932_film)	tt0022905
	American Madness	1932			Frank Capra	75 min		Frank Capra,Harry Cohn	Walter Huston	Mischa Bakaleinikoff (uncredited),Karl Hajos (uncredited)	Joseph Walker	Maurice Wright		August 4, 1932 (1932-08-04)		Columbia Pictures	USA	English			/wiki/American_Madness	americanmadness									wiki/American_Madness.html					2016-03-08 18:25:33	/wiki/American_Madness	tt0022626
	Horse Feathers	1932			Norman Z. McLeod	68 min.		Herman J. Mankiewicz (uncredited)	Groucho Marx,Harpo Marx,Chico Marx,Zeppo Marx,Thelma Todd,Reginald Barlow	John Leipold	Ray June		Paramount Pictures	August 10, 1932 (1932-08-10)			United States	English			/wiki/Horse_Feathers	horsefeathers									wiki/Horse_Feathers.html					2016-03-08 18:35:28	/wiki/Horse_Feathers	tt0023027
	Trouble in Paradise	1932			Ernst Lubitsch	83 minutes	Samson Raphaelson,Grover Jones (adaptation),Ernst Lubitsch (uncredited)	Ernst Lubitsch	Miriam Hopkins,Kay Francis,Herbert Marshall	W. Franke Harling (music),Leo Robin (lyrics)	Victor Milner		Paramount Pictures	October 21, 1932 (1932-10-21) (US)		Paramount Pictures	United States	English	$519,706[1]	$475,000 (US/Canada)[1]	/wiki/Trouble_in_Paradise_(film)	troubleinparadise									wiki/Trouble_in_Paradise_(film).html					2016-03-08 21:28:32	/wiki/Trouble_in_Paradise_(film)	tt0023622
	Number Seventeen	1932			Alfred Hitchcock	64 minutes	Alfred Hitchcock,Alma Reville,Rodney Ackland	John Maxwell	John Stuart,Anne Grey,Leon M. Lion,Donald Calthrop,Barry Jones,Ann Casson	Adolph Hallis	Jack Cox,Bryan Langley	A.C. Hammond	Wardour Films	18 July 1932 (London)	Jefferson J. Farjeon		United Kingdom	English			/wiki/Number_Seventeen	numberseventeen									wiki/Number_Seventeen.html					2016-03-08 21:34:50	/wiki/Number_Seventeen	tt0023285
	Boudu Saved from Drowning	1932			Jean Renoir	87 min.		Michel Simon	Michel Simon	Léo Daniderff (uncredited),,title and end music by Raphael,,flute music by J.Boulze,,orphéon music by Edouard Dumoulin,,Johann Strauss ("An der schönen, blauen Donau")				11 November 1932			France	French			/wiki/Boudu_Saved_from_Drowning	boudusavedfromdrowning									wiki/Boudu_Saved_from_Drowning.html					2016-03-08 21:38:24	/wiki/Boudu_Saved_from_Drowning	tt0022718
	The Sign of the Cross	1932			Cecil B. DeMille	125 minutes	Waldemar Young,Sidney Buchman	Cecil B. DeMille	Fredric March,Elissa Landi,Claudette Colbert,Charles Laughton	Rudolph G. Kopp	Karl Struss	Anne Bauchens	Paramount Pictures	November 30, 1932 (1932-11-30) (USA)			United States	English	$650,000		/wiki/The_Sign_of_the_Cross_(1932_film)	thesignofthecross			N						wiki/The_Sign_of_the_Cross_(1932_film).html					2016-03-09 11:18:23	/wiki/The_Sign_of_the_Cross_(1932_film)	tt0023470
	One Hour with You	1932			George Cukor,Ernst Lubitsch	80 minutes		Ernst Lubitsch	Maurice Chevalier,Jeanette MacDonald,Genevieve Tobin	W. Franke Harling,Oscar Straus,Rudolph G. Kopp,John Leipold	Victor Milner	William Shea		March 22, 1932 (1932-03-22) (US)		Paramount Pictures	United States	English			/wiki/One_Hour_with_You	onehourwithyou	N								wiki/One_Hour_with_You.html					2016-03-09 00:45:46	/wiki/One_Hour_with_You	tt0023303
	I Am a Fugitive from a Chain Gang	1932			Mervyn LeRoy	93 minutes	Howard J. Green,& Brown Holmes	no credit	Paul Muni,Glenda Farrell,Helen Vinson,Noel Francis	no credit,Vitaphone Orchestra conducted by Leo F. Forbstein	Sol Polito	William Holmes	Warner Bros. Associated Artists Productions,(1956 re-release)	November 10, 1932 (1932-11-10),[1]			United States	English			/wiki/I_Am_a_Fugitive_from_a_Chain_Gang	iamafugitivefromachaingang	N	N							wiki/I_Am_a_Fugitive_from_a_Chain_Gang.html					2016-03-09 00:45:54	/wiki/I_Am_a_Fugitive_from_a_Chain_Gang	tt0023042
	Smilin' Through	1932			Sidney Franklin	98 minutes		Albert Lewin	Norma Shearer,Fredric March,Leslie Howard	William Axt,Arthur A. Penn	Lee Garmes	Margaret Booth	Metro-Goldwyn-Mayer	September 24, 1932 (1932-09-24)			United States	English	$851,000[1]	$2,033,000[1]	/wiki/Smilin'_Through_(1932_film)	smilinthrough	N								wiki/Smilin'_Through_(1932_film).html					2016-03-08 09:49:04	/wiki/Smilin%27_Through_(1932_film)	tt0023488
	I Was Born, But...	1932			Yasujiro Ozu	100 minutes			Tatsuo Saitō,Tomio Aoki,Hideo Sugawara					3 June 1932 (1932-06-03)		Shochiku	Japan	Silent film,Japanese intertitles			/wiki/I_Was_Born,_But...	iwasbornbut									wiki/I_Was_Born,_But....html					2016-03-09 13:28:06	/wiki/I_Was_Born,_But...	tt0023634
	Cavalcade	1933	4	3	Frank Lloyd	150 minutes	Reginald Berkeley,Sonya Levien (continuity)	Frank Lloyd,Winfield R. Sheehan(uncredited)	Diana Wynyard,Clive Brook,Una O'Connor,Herbert Mundin	Peter Brunelli,Louis De Francesco,Arthur Lange,J. S. Zamecnik	Ernest Palmer	Margaret Clancey	Fox Film Corporation	April 15, 1933 (1933-04-15)			United States	English	$1,180,280	$3.5 million[1]	/wiki/Cavalcade_(1933_film)	cavalcade	W			W					wiki/Cavalcade_(1933_film).html	N				2016-03-08 12:28:31	/wiki/Cavalcade_(1933_film)	tt0023876
	Eskimo	1933	1	1	W. S. Van Dyke	117 or 120 minutes	John Lee Mahin	Hunt Stromberg,W. S. Van Dyke,Irving Thalberg	Ray Mala	William Axt	Clyde De Vinna	Conrad A. Nervig	Metro-Goldwyn-Mayer	November 14, 1933 (1933-11-14) (New York City),1934 (1934) (U.S.)			United States	English,Inupiat	$935,000[1]	$1,312,000[1]	/wiki/Eskimo_(film)	eskimo									wiki/Eskimo_(film).html					2016-03-08 13:11:29	/wiki/Eskimo_(film)	tt0023990
	Krakatoa	1933	1	1		26 minutes		Joe Rock,E. W. Hammons	Graham McNamee			Forrest Izard	Fox Film Corporation	April 23, 1933 (1933-04-23) (United States)		Educational Pictures	United States	English			/wiki/Krakatoa_(film)	krakatoa									wiki/Krakatoa_(film).html					2016-03-08 14:35:21	/wiki/Krakatoa_(film)	tt0024231
	Little Women	1933	3	1	George Cukor	117 mins.	Victor Heerman,Sarah Y. Mason	Merian C. Cooper	Katharine Hepburn,Joan Bennett,Paul Lukas,Jean Parker,Frances Dee	Max Steiner	Henry W. Gerrard	Jack Kitchin	RKO Radio Pictures	November 16, 1933 (1933-11-16) (United States)		RKO Radio Pictures	United States	English	$424,000[1]	$2,000,000[1]	/wiki/Little_Women_(1933_film)	littlewomen	N			N					wiki/Little_Women_(1933_film).html					2016-03-08 14:40:18	/wiki/Little_Women_(1933_film)	tt0024264
	Morning Glory	1933	1	1	Lowell Sherman	70 minutes	Howard J. Green	Pandro S. Berman	Katharine Hepburn,Douglas Fairbanks, Jr.,Adolphe Menjou	Max Steiner	Bert Glennon	William Hamilton	RKO Radio Pictures (US)	August 18, 1933 (1933-08-18) (US)		RKO Radio Pictures	United States	English	$239,000[1]	$582,000[1]	/wiki/Morning_Glory_(1933_film)	morningglory									wiki/Morning_Glory_(1933_film).html	W				2016-03-08 14:48:35	/wiki/Morning_Glory_(1933_film)	tt0024353
	The Private Life of Henry VIII	1933	2	1	Alexander Korda	97 minutes		Alexander Korda,Ludvico Toeplitz	Charles Laughton,Robert Donat,Merle Oberon,Elsa Lanchester	Kurt Schröder	Georges Périnal	Stephen Harrison	United Artists	17 August 1933 (1933-08-17)		London Film Productions	United Kingdom	English	£65,000[1]	£750,000[1]	/wiki/The_Private_Life_of_Henry_VIII	theprivatelifeofhenryviii	N	W							wiki/The_Private_Life_of_Henry_VIII.html					2016-03-08 16:41:01	/wiki/The_Private_Life_of_Henry_VIII	tt0024473
	So This Is Harris!	1933	1	1	Mark Sandrich	28 minutes		Lou Brock	Phil Harris,Walter Catlett			John Lockert	RKO Radio Pictures	August 13, 1933 (1933-08-13)			United States	English			/wiki/So_This_Is_Harris!	sothisisharris									wiki/So_This_Is_Harris!.html					2016-03-08 16:52:13	/wiki/So_This_Is_Harris!	tt0024580
	The Three Little Pigs	1933	1	1	Burt Gillett	8 min		Walt Disney	Billy Bletcher, Pinto Colvig, Dorothy Compton, Mary Moder	Carl W. Stalling,Frank Churchill			United Artists	May 27, 1933	Boris V. Morkovin	Walt Disney Productions	United States	English			/wiki/The_Three_Little_Pigs_(film)	thethreelittlepigs									wiki/The_Three_Little_Pigs_(film).html					2016-03-08 17:01:56	/wiki/The_Three_Little_Pigs_(film)	tt0024660
	King Kong	1933			Merian C. Cooper,Ernest B. Schoedsack	125 minutes (rough cut),100 minutes (theatrical release),104 minutes (with overture)	James Creelman,Ruth Rose	Merian C. Cooper,Ernest B. Schoedsack	Fay Wray,Bruce Cabot,Robert Armstrong	Max Steiner	Eddie Linden,J.O. Taylor,Vernon Walker	Ted Cheesman	Radio Pictures	March 2, 1933 (1933-03-02)	Merian C. Cooper,Edgar Wallace	RKO Radio Pictures	United States	English	$672,000[1],($12 million adjusted for inflation)	$2.8 million[1],($51 million adjusted for inflation)	/wiki/King_Kong_(1933_film)	kingkong									wiki/King_Kong_(1933_film).html					2016-03-08 18:37:35	/wiki/King_Kong_(1933_film)	tt0024216
	I'm No Angel	1933			Wesley Ruggles	87 min.		William LeBaron	Mae West,Cary Grant,Gregory Ratoff,Edward Arnold,Ralf Harolde	Herman Hand,Howard Jackson,Rudolph G. Kopp,John Leipold,Heinz Roemheld	Leo Tover	Otho Lovering	Paramount Pictures	October 6, 1933 (1933-10-06)		Paramount Pictures	USA	English	$225,000 (estimated)[2]	$2,850,000 (USA)[2]	/wiki/I'm_No_Angel	imnoangel									wiki/I'm_No_Angel.html					2016-03-08 00:20:36	/wiki/I%27m_No_Angel	tt0024166
	She Done Him Wrong	1933			Lowell Sherman,James Dugan (assistant)	66 minutes	Harvey F. Thew,John Bright	William LeBaron	Mae West,Cary Grant,Owen Moore,Gilbert Roland,Noah Beery, Sr.	John Leipold (uncredited)	Charles Lang	Alexander Hall	Paramount Pictures	January 27, 1933 (1933-01-27)		Paramount Pictures	United States	English	$200,000[1]	$2.2 million[2]	/wiki/She_Done_Him_Wrong	shedonehimwrong	N								wiki/She_Done_Him_Wrong.html					2016-03-08 18:46:50	/wiki/She_Done_Him_Wrong	tt0024548
	Duck Soup	1933			Leo McCarey	68 minutes		Herman J. Mankiewicz (uncredited)	Groucho Marx,Harpo Marx,Chico Marx,Zeppo Marx,Margaret Dumont,Louis Calhern,Raquel Torres,Edgar Kennedy	Bert Kalmar,Harry Ruby	Henry Sharp	LeRoy Stone (uncredited)	Paramount Pictures	November 17, 1933 (1933-11-17)			United States	English			/wiki/Duck_Soup_(1933_film)	ducksoup									wiki/Duck_Soup_(1933_film).html					2016-03-08 18:31:15	/wiki/Duck_Soup_(1933_film)	tt0023969
	The Bitter Tea of General Yen	1933			Frank Capra	88 minutes	Edward Paramore	Walter Wanger	Barbara Stanwyck	W. Frank Harling	Joseph Walker	Edward Curtis	Columbia Pictures	January 3, 1933 (1933-01-03) (USA)		Columbia Pictures	United States	English			/wiki/The_Bitter_Tea_of_General_Yen	thebitterteaofgeneralyen									wiki/The_Bitter_Tea_of_General_Yen.html					2016-03-08 18:51:57	/wiki/The_Bitter_Tea_of_General_Yen	tt0023814
	Lady for a Day	1933			Frank Capra	96 minutes		Harry Cohn	May Robson,Warren William,Guy Kibbee	Howard Jackson	Joseph Walker	Gene Havlick	Columbia Pictures	September 13, 1933 (1933-09-13)	Damon Runyon		United States	English	$300,000		/wiki/Lady_for_a_Day	ladyforaday	N			N					wiki/Lady_for_a_Day.html	N				2016-03-08 18:38:16	/wiki/Lady_for_a_Day	tt0024240
	This Day and Age	1933			Cecil B. DeMille	86 minutes		Cecil B. DeMille (uncredited)	Charles Bickford,Richard Cromwell			Anne Bauchens	Paramount Pictures	August 25, 1933 (1933-08-25)			United States	English			/wiki/This_Day_and_Age_(film)	thisdayandage									wiki/This_Day_and_Age_(film).html					2016-03-09 00:40:12	/wiki/This_Day_and_Age_(film)	tt0024656
	42nd Street	1933			Lloyd Bacon,Busby Berkeley,(musical numbers)	89 minutes		Darryl F. Zanuck (uncredited)	Warner Baxter,Ruby Keeler,Dick Powell,Ginger Rogers	Harry Warren (music),Al Dubin (lyrics)	Sol Polito	Thomas Pratt,Frank Ware	Warner Bros.	March 11, 1933 (1933-03-11)			United States	English	$439,000 (est.)	$2,250,000[1][2]	/wiki/42nd_Street_(film)	42ndstreet	N								wiki/42nd_Street_(film).html					2016-03-09 00:40:29	/wiki/42nd_Street_(film)	tt0024034
	State Fair	1933			Henry King	97 minutes		Henry King	Janet Gaynor,Will Rogers,Lew Ayres	Louis De Francesco	Hal Mohr	Robert Bischoff	Fox Film Corporation	February 10, 1933 (1933-02-10)					$600,000[1]	$1.8 million[2]	/wiki/State_Fair_(1933_film)	statefair	N								wiki/State_Fair_(1933_film).html					2016-03-09 00:36:34	/wiki/State_Fair_(1933_film)	tt0024610
	Berkeley Square	1933			Frank Lloyd	85 minutes	Sonya Levien,John L. Balderston	Jesse L. Lasky	Leslie Howard,Heather Angel	Louis De Francesco	Ernest Palmer	Harold D. Schuster	Fox Film Corporation	September 15, 1933 (1933-09-15)			United States	English			/wiki/Berkeley_Square_(film)	berkeleysquare		N							wiki/Berkeley_Square_(film).html					2016-03-09 00:43:20	/wiki/Berkeley_Square_(film)	tt0023794
	Reunion in Vienna	1933			Sidney Franklin	100 minutes		Louis B. Mayer,Irving Thalberg	John Barrymore		George Folsey	Blanche Sewell	Metro-Goldwyn-Mayer	June 16, 1933 (1933-06-16)			United States	English	$478,000[1]	$643,000[1]	/wiki/Reunion_in_Vienna	reunioninvienna			N						wiki/Reunion_in_Vienna.html					2016-03-09 11:36:21	/wiki/Reunion_in_Vienna	tt0024496
	The Testament of Dr. Mabuse	1933			Fritz Lang	124 minutes†		Seymour Nebenzal	Rudolf Klein-Rogge,Otto Wernicke,Oscar Beregi Sr.,Gustav Diessl	Hans Erdmann	Karl Vash,Fritz Arno Wagner	Conrad von Molo†,Lothar Wolff‡	Nero-Film	Hungary:,April 21, 1933†			Germany	German†,French‡			/wiki/The_Testament_of_Dr._Mabuse	thetestamentofdrmabuse									wiki/The_Testament_of_Dr._Mabuse.html					2016-03-09 13:26:58	/wiki/The_Testament_of_Dr._Mabuse	tt0023563
	City of Wax	1934	1	1	Horace Woodard, Stacy Woodard	20 minutes		Horace Woodard,Stacy Woodard	Gayne Whitman				Fox Film Corporation	February 9, 1934 (1934-02-09)			United States	English			/wiki/City_of_Wax	cityofwax									wiki/City_of_Wax.html					2016-03-08 12:30:54	/wiki/City_of_Wax	tt0024986
	Cleopatra	1934	5	1	Cecil B. DeMille	100 minutes		Cecil B. DeMille	Claudette Colbert,Warren William,Henry Wilcoxon	Rudolph G. Kopp,Milan Roder (uncredited)	Victor Milner	Anne Bauchens (uncredited)	Paramount Pictures	August 16, 1934[1]			United States	English			/wiki/Cleopatra_(1934_film)	cleopatra	N		W						wiki/Cleopatra_(1934_film).html					2016-03-08 12:31:03	/wiki/Cleopatra_(1934_film)	tt0024991
	The Gay Divorcee	1934	5	1	Mark Sandrich	107 minutes	George Marion Jr.,Dorothy Yost,Edward Kaufman	Pandro S. Berman	Fred Astaire,Ginger Rogers	Score:,Max Steiner,Songs:,(see below)	David Abel	William Hamilton	RKO Radio Pictures	October 12, 1934 (1934-10-12)		RKO Radio Pictures	United States	English	$520,000[1]	$1.8 million[1]	/wiki/The_Gay_Divorcee	thegaydivorcee	N								wiki/The_Gay_Divorcee.html					2016-03-08 13:17:51	/wiki/The_Gay_Divorcee	tt0025164
	It Happened One Night	1934	5	5	Frank Capra	105 minutes[1]	Robert Riskin	Frank Capra,Harry Cohn	Clark Gable,Claudette Colbert	Howard Jackson,Louis Silvers	Joseph Walker	Gene Havlick	Columbia Pictures	February 22, 1934 (1934-02-22)	Samuel Hopkins Adams		United States	English	$325,000[2]	$2,500,000[3],$2,000,000 (theatrical rentals)	/wiki/It_Happened_One_Night	ithappenedonenight	W	W		W					wiki/It_Happened_One_Night.html	W				2016-03-08 13:32:59	/wiki/It_Happened_One_Night	tt0025316
	La Cucaracha	1934	1	1	Lloyd Corrigan	20 minutes		Kenneth Macgowan,Carly Wharton	Steffi Duna,Don Alvarado		Ray Rennahan	Archie Marshek	RKO Radio Pictures	August 31, 1934 (1934-08-31)			United States	English			/wiki/La_Cucaracha_(1934_film)	lacucaracha									wiki/La_Cucaracha_(1934_film).html					2016-03-08 14:35:38	/wiki/La_Cucaracha_(1934_film)	tt0025019
	Manhattan Melodrama	1934	1	1	W. S. Van Dyke	93 minutes		David O. Selznick	Clark Gable,William Powell,Myrna Loy	William Axt	James Wong Howe	Ben Lewis	Metro-Goldwyn-Mayer	May 4, 1934 (1934-05-04)			United States	English	$355,000[1]	$1,233,000[1]	/wiki/Manhattan_Melodrama	manhattanmelodrama									wiki/Manhattan_Melodrama.html					2016-03-08 14:43:35	/wiki/Manhattan_Melodrama	tt0025464
	The Merry Widow	1934	1	1	Ernst Lubitsch	99 minutes		Irving Thalberg,Uncredited:,Ernst Lubitsch	Maurice Chevalier,Jeanette MacDonald	Franz Lehár	Oliver T. Marsh	Frances Marsh (English),Adrienne Fazan (French)	Metro-Goldwyn-Mayer	November 2, 1934 (1934-11-02)		MGM	United States	English,French,(separate versions)	$1,605,000[1]	$861,000 (Domestic earnings)[1],$1,747,000 (Foreign earnings)[1]	/wiki/The_Merry_Widow_(1934_film)	themerrywidow									wiki/The_Merry_Widow_(1934_film).html					2016-03-08 14:45:48	/wiki/The_Merry_Widow_(1934_film)	tt0025493
	One Night of Love	1934	6	2	Victor Schertzinger	83 minutes		Harry Cohn	Grace Moore,Tullio Carminati,Lyle Talbot	Alfred Newman,Victor Schertzinger,Louis Silvers,Howard Jackson	Joseph Walker	Gene Milford	Columbia Pictures	September 5, 1934 (1934-09-05)			United States	English,Italian		$733,150[1]	/wiki/One_Night_of_Love	onenightoflove	N			N					wiki/One_Night_of_Love.html	N				2016-03-08 16:36:07	/wiki/One_Night_of_Love	tt0025601
	The Private Life of the Gannets	1934	1	1	Julian Huxley	10 minutes		Alexander Korda	A. L. Alexander	Muir Mathieson	Osmond Borradaile,John Grierson			1934 (1934)		London Film Productions	United Kingdom	English			/wiki/The_Private_Life_of_the_Gannets	theprivatelifeofthegannets									wiki/The_Private_Life_of_the_Gannets.html					2016-03-08 16:41:07	/wiki/The_Private_Life_of_the_Gannets	tt0029443
	Viva Villa!	1934	4	1	Jack Conway,Uncredited:,Howard Hawks,William Wellman	115 minutes		David O. Selznick	Wallace Beery,Fay Wray,Leo Carrillo	Herbert Stothart	Charles G. Clarke,James Wong Howe,Gabriel Figueroa	George Amy	MGM	April 10, 1934 (1934-04-10)			United States	English	$1,022,000[1]	$1,875,000[1]	/wiki/Viva_Villa!	vivavilla	N								wiki/Viva_Villa!.html					2016-03-08 17:09:23	/wiki/Viva_Villa!	tt0025948
	Wings over Everest	1934	1	1	Geoffrey Barkas,Ivor Montagu	22 minutes					S. R. Bonnett,A. L. Fisher,J. Rosenthal			June 1934 (1934-06)			United Kingdom	English			/wiki/Wings_Over_Everest	wingsovereverest									wiki/Wings_Over_Everest.html					2016-03-08 17:12:41	/wiki/Wings_Over_Everest	tt0024777
	L'Atalante	1934			Jean Vigo	89 min.,65 min. (original French release)		Jacques-Louis Nounez	Michel Simon,Dita Parlo,Jean Dasté	Maurice Jaubert	Boris Kaufman	Louis Chavance	Gaumont Film Company	Preview: 25 April 1934,Initial release: 12 September 1934		Argui-Films	France	French	₣1 million		/wiki/L'Atalante	latalante									wiki/L'Atalante.html					2016-03-07 23:55:51	/wiki/L%27Atalante	tt0024844
	Waltzes from Vienna	1934			Alfred Hitchcock	80 min.		Tom Arnold	Esmond Knight,Jessie Matthews,Edmund Gwenn,Fay Compton,Frank Vosper	Louis Levy,Hubert Bath,Erich Wolfgang Korngold,Julius Bittner			Gaumont British	March 1934 (UK),7 April 1935 (US)			United Kingdom	English			/wiki/Waltzes_from_Vienna	waltzesfromvienna									wiki/Waltzes_from_Vienna.html					2016-03-08 21:34:54	/wiki/Waltzes_from_Vienna	tt0024747
	The Man Who Knew Too Much	1934			Alfred Hitchcock	75 minutes		Michael Balcon (uncredited)	Leslie Banks,Edna Best,Peter Lorre,Nova Pilbeam,Frank Vosper	Arthur Benjamin	Curt Courant		Gaumont-British Picture Corporation	December 1934 (1934-12) (United Kingdom)			United Kingdom	English	£40,000 (estimated)		/wiki/The_Man_Who_Knew_Too_Much_(1934_film)	themanwhoknewtoomuch									wiki/The_Man_Who_Knew_Too_Much_(1934_film).html					2016-03-08 21:34:58	/wiki/The_Man_Who_Knew_Too_Much_(1934_film)	tt0025452
